19995,1721,0
19995,496,1
19995,900,2
19995,900,3
19995,1262,4
19995,1729,5
19995,2710,6
19995,2710,7
19995,2710,0
19995,2710,8
19995,2710,9
19995,7236,10
19995,6690,11
19995,6347,4
19995,6878,12
19995,6883,13
19995,8159,14
19995,8160,15
19995,8163,15
19995,8527,16
19995,8529,8
19995,9618,10
19995,12653,17
19995,12653,12
19995,14350,18
19995,20294,19
19995,17675,16
19995,18265,20
19995,42281,18
19995,42288,21
19995,29067,22
19995,29067,23
19995,33302,24
19995,33303,10
19995,113145,25
19995,58188,26
19995,58871,0
19995,92359,18
19995,72201,20
19995,89714,21
19995,93214,25
19995,122607,27
19995,132585,10
19995,132596,10
19995,132604,10
19995,236696,28
19995,956198,29
19995,957874,25
19995,957889,12
19995,959555,12
19995,1016177,4
19995,1032536,1
19995,1071680,16
19995,1177364,30
19995,1202850,31
19995,1204668,11
19995,1206410,25
19995,1234266,32
19995,1271932,25
19995,1310064,22
19995,1319844,33
19995,1327028,25
19995,1330561,10
19995,1330567,33
19995,1330570,33
19995,1330574,33
19995,1336191,18
19995,1339441,18
19995,1352422,34
19995,1352962,18
19995,1357070,35
19995,1357071,35
19995,1360103,3
19995,1376887,18
19995,1376888,18
19995,1376889,18
19995,1376890,18
19995,1376891,18
19995,1376892,36
19995,1376893,18
19995,1376895,37
19995,1376897,38
19995,1376898,37
19995,1376899,34
19995,1376901,34
19995,1376902,3
19995,1376903,39
19995,1376909,40
19995,1391692,11
19995,1391695,25
19995,1394070,25
19995,1394129,14
19995,1394286,41
19995,1394750,26
19995,1394755,25
19995,1394953,42
19995,1395269,25
19995,1398970,30
19995,1400906,14
19995,1401784,43
19995,1401785,44
19995,1401786,14
19995,1401787,45
19995,1401788,45
19995,1401789,11
19995,1401790,11
19995,1401791,26
19995,1401792,26
19995,1401793,11
19995,1401794,26
19995,1401795,25
19995,1401796,25
19995,1401799,25
19995,1401800,25
19995,1401801,25
19995,1401803,25
19995,1401804,29
19995,1401805,46
19995,1401806,47
19995,1401807,48
19995,1401808,49
19995,1401809,49
19995,1401810,49
19995,1401812,50
19995,1401814,50
19995,1401815,42
19995,1401816,51
19995,1418381,41
19995,1426854,41
19995,1438901,52
19995,1447362,53
19995,1447503,54
19995,1447524,55
19995,1452643,23
19995,1453938,56
19995,1457305,22
19995,1466035,41
19995,1483220,41
19995,1483221,41
19995,1483222,41
19995,1483223,41
19995,1483224,41
19995,1483225,41
19995,1483226,41
19995,1483227,41
19995,1483228,41
19995,1483229,41
19995,1483230,41
19995,1483231,41
19995,1483232,41
19995,1483233,41
19995,1483234,41
19995,1621932,21
285,120,20
285,1704,6
285,770,8
285,1705,9
285,1706,9
285,1721,0
285,1722,0
285,947,5
285,2444,19
285,2445,8
285,2446,8
285,2447,8
285,2448,8
285,2215,4
285,1226,1
285,553,10
285,3311,4
285,4032,17
285,4033,16
285,4034,16
285,5132,57
285,146439,52
285,406204,31
285,1259516,21
285,1336716,58
285,1344278,59
285,1368867,45
285,1368884,13
285,1395290,59
285,1399327,13
285,1400738,59
285,1534197,13
206647,153,5
206647,39,6
206647,8384,17
206647,932,9
206647,932,60
206647,4248,1
206647,9856,61
206647,3904,0
206647,7538,13
206647,8784,62
206647,11227,16
206647,10496,4
206647,10666,8
206647,11268,63
206647,40827,13
206647,14764,2
206647,14765,3
206647,36108,4
206647,36108,64
206647,10783,9
206647,10783,60
206647,10782,9
206647,10782,60
206647,10876,19
206647,21339,9
206647,23425,12
206647,23491,37
206647,23774,65
206647,10907,4
206647,61851,24
206647,64000,63
206647,66941,66
206647,81517,67
